br,sr,imbalance_force,wob,torque,rop,rpm,fn,workrate_fn
"[21, 11, 15, 5, 16, 7, 20, 23, 6, 14, 21, 21, 14, 6, 16, 7, 19, 16, 9, 23, 8, 25, 16, 21, 9, 18, 7, 17, 16, 12, 16, 6, 24]","[10, 4, 3, 1, 7, 9, 2, 10, 1, 7, 6, 2, 8, 4, 8, 5, 6, 0, 1, 7, 0, 6, 0, 6, 8, 8, 0, 2, 2, 9, 1, 0, 4]","[1244.81, 909.38, 2202.65]","[25000.47, 15000.1, 34999.51]","[4533.27, 2649.88, 6377.46]","[140.12, 121.17, 113.46]","[240.0, 240.0, 200.0]","[[2479.2, 1491.7, 1731.7, 1276.0, 1664.5, 1261.3, 1178.3, 1682.1, 937.9, 1191.7, 1328.7, 1299.5, 1118.2, 947.8, 1069.4, 859.9, 1018.4, 946.3, 810.6, 979.6, 638.7, 892.9, 623.7, 705.6, 411.1, 417.3, 84.1, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0], [1646.4, 873.6, 1034.9, 690.2, 1013.0, 691.6, 757.1, 1105.4, 471.7, 709.4, 856.9, 834.2, 662.4, 484.1, 652.1, 448.4, 649.2, 567.4, 423.3, 645.5, 321.1, 584.9, 365.5, 445.1, 200.5, 238.4, 30.5, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0], [4418.6, 2501.5, 2983.6, 2102.2, 2909.1, 1947.4, 1690.6, 2851.7, 1125.1, 1523.0, 1803.1, 1775.2, 1395.1, 1082.8, 1274.1, 935.6, 1150.3, 1057.2, 801.7, 1110.3, 522.0, 988.6, 491.8, 589.4, 279.8, 240.2, 45.1, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0]]","[[1264.7, 1699.7, 2956.2, 2904.2, 4697.1, 4211.0, 4419.0, 6963.4, 4252.1, 5839.7, 6975.4, 7284.5, 6657.4, 5969.1, 7077.1, 5950.5, 7332.8, 7076.8, 6274.2, 7815.0, 5228.6, 7475.3, 5328.6, 6128.2, 3617.1, 3704.5, 748.9, 0.0, 0.3, 0.0, 3.7, 0.0, 0.0], [852.9, 1003.5, 1777.3, 1575.4, 2868.0, 2314.7, 2847.8, 4595.2, 2146.2, 3485.6, 4512.5, 4687.9, 3952.3, 3054.3, 4322.6, 3107.4, 4680.4, 4248.4, 3279.9, 5154.6, 2631.3, 4900.1, 3124.4, 3867.7, 1765.1, 2116.9, 271.3, 0.0, 0.2, 0.1, 2.1, 0.0, 0.0], [1883.9, 2379.1, 4249.4, 3989.7, 6845.6, 5420.7, 5286.6, 9845.9, 4253.7, 6222.6, 7893.0, 8296.8, 6924.7, 5684.8, 7028.8, 5396.7, 6903.5, 6589.6, 5172.4, 7382.5, 3562.1, 6897.7, 3501.5, 4266.6, 2051.6, 1777.3, 334.4, 0.0, 0.1, 0.0, 1.6, 0.0, 0.0]]"
"[19, 7, 14, 13, 8, 13, 9, 9, 13, 10, 7, 14, 19, 24, 23, 12, 23, 8, 21, 9, 21, 15, 17, 24, 13, 7, 12, 9, 6, 13, 13, 14, 19]","[8, 0, 8, 5, 4, 1, 10, 5, 6, 2, 7, 10, 4, 6, 7, 10, 7, 1, 4, 6, 1, 3, 4, 5, 7, 6, 4, 3, 4, 2, 2, 7, 9]","[1790.1, 1196.37, 3260.59]","[24999.52, 15000.16, 34999.21]","[4612.64, 2712.73, 6514.98]","[142.7, 124.51, 115.5]","[240.0, 240.0, 200.0]","[[2338.0, 1352.0, 1741.4, 1587.6, 1387.0, 1431.8, 994.9, 1194.4, 1128.9, 1109.5, 1007.9, 1159.3, 1206.5, 1456.7, 1292.3, 969.5, 1176.4, 820.4, 1056.5, 735.7, 824.9, 707.8, 647.7, 798.3, 450.3, 329.0, 96.9, 0.1, 0.0, 0.1, 0.0, 0.0, 0.0], [1520.3, 761.3, 1044.4, 945.5, 790.1, 838.7, 568.1, 674.2, 647.8, 624.0, 536.7, 695.4, 771.2, 966.0, 857.1, 563.3, 781.2, 433.0, 685.8, 391.6, 539.1, 412.9, 392.2, 519.1, 246.7, 143.0, 42.4, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0], [3984.4, 2266.9, 3009.9, 2740.5, 2370.6, 2312.2, 1361.5, 1697.9, 1467.1, 1433.1, 1172.8, 1470.6, 1528.8, 2187.6, 1820.2, 1122.4, 1583.5, 856.3, 1201.2, 681.8, 753.2, 584.7, 507.0, 805.7, 315.3, 201.7, 51.1, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0]]","[[1190.0, 1540.4, 2970.1, 3611.8, 3911.8, 4778.4, 3738.9, 4946.2, 5114.3, 5439.2, 5297.5, 6499.9, 7171.9, 9162.9, 8548.4, 6708.0, 8470.8, 6132.7, 8177.4, 5870.3, 6752.1, 5928.2, 5532.9, 6932.0, 3962.6, 2920.8, 862.6, 0.6, 0.0, 0.8, 0.2, 0.0, 0.0], [785.1, 874.1, 1791.3, 2157.1, 2235.0, 2806.1, 2140.5, 2802.5, 2945.3, 3067.2, 2829.6, 3907.9, 4593.4, 6085.4, 5678.0, 3903.0, 5631.5, 3240.6, 5312.5, 3127.3, 4415.8, 3460.6, 3352.1, 4510.5, 2171.6, 1269.7, 377.6, 0.3, 0.0, 0.5, 0.1, 0.0, 0.0], [1695.4, 2156.0, 4283.3, 5199.0, 5574.9, 6433.7, 4266.1, 5864.2, 5543.1, 5857.6, 5140.0, 6874.0, 7576.2, 11469.7, 10037.1, 6473.6, 9503.8, 5335.5, 7748.9, 4534.2, 5138.5, 4080.9, 3609.6, 5831.0, 2312.6, 1492.5, 378.7, 0.3, 0.0, 0.4, 0.1, 0.0, 0.0]]"
"[15, 9, 17, 17, 19, 22, 17, 23, 16, 24, 7, 24, 13, 22, 24, 15, 16, 13, 13, 8, 20, 10, 15, 11, 14, 10, 20, 19, 25, 24, 7, 11, 23]","[6, 8, 3, 9, 7, 8, 5, 5, 8, 2, 9, 5, 9, 2, 8, 5, 7, 4, 7, 0, 2, 8, 8, 2, 6, 0, 8, 9, 3, 4, 8, 8, 10]","[923.21, 497.76, 1556.55]","[25000.36, 14999.67, 35000.91]","[4441.51, 2568.18, 6209.58]","[131.09, 110.12, 107.03]","[240.0, 240.0, 200.0]","[[1985.0, 1388.0, 1702.2, 1620.8, 1666.1, 1667.9, 1060.1, 1554.3, 1088.8, 1465.5, 934.0, 1385.9, 1034.5, 1240.5, 1256.4, 952.6, 919.3, 863.7, 852.9, 672.0, 761.2, 622.2, 592.4, 522.0, 426.5, 311.9, 101.0, 0.0, 0.7, 0.0, 0.0, 0.1, 0.0], [1198.2, 781.3, 1017.2, 978.4, 1024.3, 1049.9, 648.3, 999.9, 632.0, 951.0, 478.0, 894.1, 587.4, 784.9, 817.0, 556.9, 544.3, 485.5, 473.7, 330.9, 477.6, 320.1, 341.6, 261.0, 231.6, 145.6, 49.5, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0], [3033.1, 2210.9, 2852.1, 2715.8, 2850.9, 2883.4, 1439.3, 2523.9, 1347.7, 2282.5, 1034.2, 2089.7, 1231.5, 1650.8, 1780.1, 1080.2, 1001.9, 923.0, 861.9, 583.0, 628.8, 491.0, 463.6, 387.1, 297.6, 191.9, 49.3, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]]","[[1014.9, 1588.1, 2907.4, 3692.0, 4700.8, 5570.6, 3983.7, 6442.3, 4938.4, 7187.8, 4915.4, 7778.0, 6161.0, 7811.0, 8316.2, 6597.3, 6624.7, 6462.8, 6607.0, 5363.9, 6234.4, 5214.2, 5063.5, 4534.6, 3753.5, 2769.4, 899.3, 0.4, 5.9, 0.4, 0.2, 0.6, 0.0], [621.4, 902.1, 1749.2, 2236.4, 2900.6, 3517.6, 2444.3, 4164.1, 2878.8, 4679.8, 2525.5, 5032.4, 3508.2, 4952.7, 5418.5, 3863.8, 3929.1, 3638.2, 3674.5, 2644.7, 3916.0, 2685.3, 2922.3, 2269.1, 2039.1, 1292.5, 440.5, 0.3, 3.5, 0.4, 0.2, 0.0, 0.0], [1295.0, 2110.3, 4063.0, 5157.3, 6705.9, 8028.5, 4508.9, 8722.6, 5096.9, 9332.4, 4537.7, 9776.7, 6113.5, 8664.3, 9820.9, 6235.1, 6018.1, 5756.6, 5565.1, 3878.6, 4291.9, 3429.5, 3302.6, 2803.0, 2182.5, 1419.9, 365.4, 0.2, 3.9, 0.3, 0.1, 0.3, 0.0]]"
"[19, 14, 17, 24, 14, 9, 16, 11, 9, 8, 18, 5, 8, 19, 8, 14, 10, 24, 23, 20, 16, 14, 22, 10, 14, 9, 23, 14, 12, 14, 20, 17, 13]","[4, 9, 8, 9, 2, 2, 1, 9, 10, 4, 7, 4, 5, 7, 7, 2, 1, 0, 1, 10, 0, 10, 0, 7, 9, 0, 5, 7, 2, 6, 2, 5, 10]","[1287.7, 1046.29, 2387.88]","[24999.83, 15000.45, 35000.26]","[4498.49, 2635.92, 6320.38]","[141.32, 123.28, 114.44]","[240.0, 240.0, 200.0]","[[2114.6, 1632.4, 1824.0, 2082.3, 1576.5, 1295.0, 1111.6, 1261.4, 1049.6, 1055.9, 1254.7, 945.9, 974.1, 1263.7, 913.8, 985.1, 843.8, 1134.1, 1090.5, 907.9, 742.5, 697.5, 743.0, 549.6, 459.8, 331.8, 139.2, 0.0, 0.3, 0.0, 0.3, 0.0, 0.0], [1333.4, 993.5, 1124.7, 1369.0, 945.5, 726.5, 682.6, 733.8, 576.5, 575.8, 791.6, 482.9, 526.4, 804.4, 490.2, 579.0, 458.9, 759.2, 716.0, 590.8, 446.2, 404.6, 480.8, 286.1, 257.8, 155.7, 67.8, 0.0, 0.1, 0.0, 0.2, 0.0, 0.0], [3470.5, 2783.7, 3180.3, 4048.7, 2736.5, 2027.4, 1586.2, 1824.9, 1327.5, 1298.7, 1610.0, 1119.4, 1138.7, 1646.8, 1015.9, 1147.0, 888.8, 1473.5, 1302.7, 907.4, 651.0, 573.5, 663.9, 407.0, 325.8, 204.0, 89.9, 0.0, 0.1, 0.0, 0.1, 0.0, 0.0]]","[[1097.3, 1858.2, 3102.7, 4732.4, 4446.7, 4322.8, 4174.4, 5228.0, 4759.4, 5175.0, 6592.0, 5306.6, 5796.5, 7956.7, 6046.6, 6817.5, 6073.8, 8474.0, 8437.0, 7243.9, 6079.8, 5842.3, 6347.8, 4773.2, 4046.0, 2945.2, 1238.6, 0.1, 2.3, 0.0, 2.3, 0.0, 0.0], [704.0, 1139.7, 1923.5, 3120.6, 2674.9, 2431.1, 2570.4, 3052.3, 2623.0, 2829.4, 4171.2, 2715.6, 3138.9, 5072.8, 3249.0, 4012.6, 3307.1, 5679.3, 5544.6, 4717.6, 3656.5, 3391.3, 4109.6, 2486.2, 2269.5, 1382.1, 603.6, 0.2, 1.2, 0.1, 1.4, 0.0, 0.0], [1506.2, 2645.0, 4513.4, 7673.0, 6436.0, 5642.6, 4967.0, 6307.6, 5020.1, 5307.1, 7053.2, 5235.9, 5648.6, 8643.8, 5603.6, 6616.6, 5332.6, 9177.0, 8400.3, 6034.5, 4442.4, 4003.1, 4727.0, 2945.8, 2389.4, 1509.3, 667.2, 0.1, 1.0, 0.0, 0.9, 0.0, 0.0]]"
"[5, 6, 22, 13, 16, 25, 6, 11, 25, 13, 10, 23, 5, 7, 17, 21, 22, 25, 13, 9, 19, 23, 25, 8, 14, 14, 8, 12, 21, 5, 24, 8, 17]","[2, 9, 8, 7, 1, 7, 6, 3, 1, 9, 8, 0, 0, 0, 10, 6, 5, 3, 10, 3, 10, 4, 2, 8, 3, 4, 3, 1, 7, 10, 6, 10, 4]","[740.09, 772.73, 1631.15]","[25000.42, 14999.74, 35000.23]","[4562.14, 2672.14, 6405.63]","[137.94, 119.08, 111.26]","[240.0, 240.0, 200.0]","[[1647.6, 1341.4, 2056.6, 1546.0, 1593.2, 1896.1, 899.0, 1189.8, 1454.0, 1183.7, 1032.0, 1365.8, 896.7, 940.8, 1070.5, 1131.0, 1078.6, 1182.2, 896.8, 715.4, 777.5, 820.1, 808.7, 516.9, 445.0, 356.7, 82.6, 0.0, 0.1, 0.1, 0.5, 0.0, 0.0], [880.9, 747.8, 1318.3, 912.9, 967.0, 1241.7, 481.1, 678.9, 941.3, 697.4, 572.0, 887.4, 443.5, 482.2, 665.6, 736.4, 704.5, 790.2, 512.8, 373.9, 496.2, 530.2, 527.5, 250.5, 245.5, 191.6, 31.3, 0.0, 0.1, 0.0, 0.3, 0.0, 0.0], [2411.4, 2149.7, 3789.5, 2574.1, 2708.0, 3503.7, 1173.6, 1640.4, 2248.2, 1533.1, 1197.9, 1969.5, 997.4, 1061.1, 1247.7, 1420.5, 1318.6, 1608.5, 925.9, 643.7, 640.7, 807.1, 849.7, 372.2, 312.2, 219.0, 43.8, 0.0, 0.1, 0.0, 0.4, 0.0, 0.0]]","[[838.5, 1527.4, 3506.0, 3519.7, 4485.8, 6327.3, 3380.3, 4927.7, 6582.1, 5806.9, 5425.8, 7658.6, 5339.2, 5926.3, 7082.8, 7824.5, 7762.2, 8839.3, 6946.0, 5709.2, 6365.0, 6865.8, 6909.8, 4489.8, 3915.6, 3166.6, 735.1, 0.4, 0.8, 0.6, 4.4, 0.1, 0.3], [453.6, 858.1, 2261.2, 2084.5, 2732.5, 4155.3, 1813.9, 2822.6, 4277.8, 3431.1, 3016.7, 4988.2, 2647.1, 3042.4, 4411.0, 5102.0, 5076.4, 5915.0, 3976.3, 2986.3, 4065.2, 4441.6, 4510.1, 2177.4, 2160.8, 1701.5, 278.3, 0.2, 0.5, 0.3, 3.0, 0.0, 0.3], [1025.6, 2043.4, 5391.1, 4887.0, 6359.3, 9749.4, 3679.9, 5666.9, 8488.9, 6271.4, 5251.6, 9208.4, 4951.9, 5572.1, 6882.0, 8192.0, 7909.7, 10024.8, 5977.1, 4281.9, 4371.6, 5631.2, 6050.9, 2695.0, 2289.3, 1620.6, 324.6, 0.2, 0.4, 0.2, 2.7, 0.0, 0.1]]"
"[5, 23, 24, 21, 11, 24, 22, 20, 16, 12, 13, 17, 23, 5, 19, 5, 12, 24, 7, 13, 18, 8, 21, 6, 20, 12, 25, 18, 15, 6, 23, 25, 18]","[4, 1, 4, 8, 10, 3, 2, 4, 1, 10, 2, 3, 10, 5, 4, 8, 6, 5, 1, 9, 10, 8, 1, 0, 9, 9, 6, 9, 4, 8, 8, 0, 4]","[760.99, 357.09, 1190.58]","[25000.02, 15000.44, 35000.13]","[4372.91, 2539.03, 6094.15]","[132.12, 112.84, 107.0]","[240.0, 240.0, 200.0]","[[1638.5, 1852.2, 2037.9, 1807.6, 1419.3, 1753.3, 1202.2, 1417.1, 1095.8, 1123.9, 1040.6, 1118.3, 1368.1, 889.3, 1066.4, 810.4, 841.2, 1131.3, 756.8, 753.4, 753.1, 604.7, 683.8, 476.1, 518.7, 326.1, 129.7, 0.1, 0.4, 0.0, 0.1, 0.5, 0.0], [883.8, 1199.4, 1316.7, 1146.5, 816.8, 1129.8, 784.3, 895.9, 637.2, 649.5, 587.6, 676.4, 897.5, 437.6, 670.4, 402.9, 470.8, 746.9, 373.1, 426.3, 469.4, 300.6, 435.6, 208.4, 311.2, 166.9, 63.5, 0.0, 0.2, 0.0, 0.1, 0.3, 0.0], [2328.4, 3339.0, 3768.3, 3193.0, 2284.6, 3103.5, 1778.5, 2107.0, 1380.0, 1414.8, 1218.1, 1359.6, 2019.3, 972.2, 1246.5, 845.8, 872.0, 1483.3, 713.6, 685.1, 616.9, 465.5, 560.9, 334.0, 353.9, 199.2, 98.4, 0.0, 0.2, 0.0, 0.1, 0.4, 0.0]]","[[830.3, 2101.4, 3473.9, 4120.7, 4006.6, 5847.5, 4516.4, 5875.6, 4973.2, 5518.1, 5475.1, 6273.4, 8149.1, 5603.7, 7061.5, 5612.7, 6059.0, 8461.8, 5862.6, 6014.1, 6168.9, 5066.6, 5843.5, 4136.2, 4564.9, 2895.0, 1154.1, 0.6, 3.6, 0.4, 1.1, 4.2, 0.0], [453.8, 1372.7, 2258.8, 2622.2, 2313.5, 3779.0, 2955.5, 3730.3, 2903.2, 3198.2, 3102.4, 3804.7, 5358.7, 2763.0, 4447.3, 2795.0, 3396.5, 5594.1, 2893.8, 3406.7, 3848.8, 2520.8, 3725.8, 1811.2, 2739.2, 1482.0, 564.8, 0.4, 2.1, 0.2, 1.0, 2.9, 0.0], [985.7, 3162.0, 5359.3, 6069.3, 5378.3, 8630.4, 5570.9, 7285.9, 5223.1, 5791.5, 5344.3, 6358.8, 10027.9, 5106.6, 6880.1, 4883.2, 5235.4, 9248.1, 4607.6, 4558.3, 4211.9, 3251.2, 3994.8, 2418.2, 2595.8, 1474.0, 729.7, 0.3, 1.7, 0.1, 0.7, 2.7, 0.0]]"
"[11, 23, 13, 5, 21, 17, 12, 19, 18, 20, 9, 9, 24, 22, 9, 21, 10, 16, 17, 8, 16, 7, 10, 13, 17, 16, 12, 10, 19, 18, 9, 20, 9]","[7, 3, 9, 7, 6, 1, 6, 5, 3, 10, 8, 5, 7, 8, 7, 0, 1, 7, 0, 3, 7, 4, 8, 9, 1, 3, 4, 0, 7, 1, 2, 8, 8]","[1686.15, 1053.26, 2616.84]","[25000.39, 15000.17, 34999.8]","[4480.46, 2599.44, 6272.52]","[137.36, 118.06, 111.4]","[240.0, 240.0, 200.0]","[[1930.7, 1951.7, 1665.0, 1283.6, 1832.7, 1505.9, 1001.1, 1423.5, 1174.4, 1394.6, 1024.3, 987.6, 1403.5, 1364.9, 902.8, 1102.9, 834.0, 947.8, 928.9, 702.4, 740.7, 617.7, 568.3, 567.2, 476.2, 373.8, 86.6, 0.1, 0.0, 0.3, 0.0, 0.0, 0.0], [1147.6, 1269.4, 978.3, 693.2, 1162.8, 907.2, 581.9, 896.9, 708.5, 900.5, 557.8, 533.6, 928.0, 883.6, 486.2, 712.0, 448.6, 576.4, 558.3, 357.0, 445.2, 298.7, 297.0, 311.4, 276.6, 207.9, 37.8, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0], [2924.6, 3647.9, 2801.5, 2081.6, 3346.8, 2442.0, 1342.8, 2118.8, 1504.1, 2023.9, 1201.8, 1146.5, 2108.6, 1952.5, 993.1, 1346.8, 874.0, 1054.1, 961.6, 626.9, 630.3, 473.8, 435.5, 430.5, 326.9, 224.7, 46.1, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0]]","[[976.0, 2218.0, 2849.5, 2919.7, 5167.0, 5027.4, 3761.7, 5894.9, 5319.7, 6838.4, 5388.7, 5538.2, 8346.5, 8595.7, 5974.7, 7632.7, 6006.4, 7089.7, 7191.7, 5605.7, 6066.2, 5175.7, 4856.3, 4926.4, 4189.6, 3318.8, 771.0, 0.5, 0.1, 2.9, 0.0, 0.0, 0.2], [588.0, 1455.4, 1684.2, 1581.2, 3289.0, 3037.2, 2192.6, 3729.4, 3221.7, 4428.2, 2944.2, 3000.2, 5531.5, 5574.8, 3223.3, 4935.0, 3235.5, 4316.7, 4327.0, 2852.0, 3649.4, 2505.1, 2539.8, 2706.6, 2434.8, 1845.8, 336.4, 0.2, 0.0, 1.7, 0.0, 0.0, 0.1], [1235.2, 3460.4, 4000.1, 3947.9, 7867.1, 6797.2, 4206.9, 7317.2, 5682.0, 8274.5, 5272.2, 5360.5, 10453.8, 10250.4, 5478.8, 7769.3, 5246.8, 6571.9, 6205.2, 4169.8, 4302.5, 3308.8, 3101.6, 3116.2, 2396.9, 1662.5, 341.9, 0.2, 0.0, 1.2, 0.0, 0.0, 0.1]]"
"[10, 16, 17, 13, 12, 14, 15, 13, 11, 17, 13, 15, 12, 12, 5, 16, 12, 13, 21, 8, 14, 8, 9, 10, 20, 17, 18, 18, 17, 5, 7, 12, 8]","[10, 0, 10, 0, 6, 5, 5, 8, 0, 9, 7, 10, 5, 2, 2, 3, 9, 2, 3, 10, 2, 2, 9, 9, 7, 1, 1, 7, 6, 1, 2, 1, 5]","[995.86, 597.96, 1738.38]","[24999.8, 15000.21, 35000.0]","[4544.62, 2669.29, 6390.49]","[146.22, 129.94, 118.37]","[240.0, 240.0, 200.0]","[[2099.2, 1690.7, 1915.5, 1595.7, 1551.2, 1503.5, 1121.1, 1340.2, 1073.2, 1334.6, 1156.0, 1216.7, 1092.4, 1106.6, 865.0, 1052.5, 940.9, 915.4, 1077.2, 754.0, 739.9, 654.2, 594.9, 565.1, 556.2, 411.4, 119.3, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0], [1302.8, 1048.1, 1198.3, 961.2, 934.8, 905.3, 692.0, 809.3, 601.4, 853.7, 686.8, 753.1, 640.1, 640.1, 437.8, 649.7, 550.0, 538.4, 707.7, 404.4, 437.2, 335.7, 311.8, 301.3, 353.1, 240.6, 59.6, 0.0, 0.1, 0.1, 0.0, 0.0, 0.0], [3352.1, 3000.2, 3466.2, 2811.3, 2738.2, 2473.1, 1599.5, 1984.9, 1370.1, 1837.1, 1443.6, 1606.9, 1374.5, 1387.8, 939.4, 1266.2, 1062.7, 1011.8, 1239.8, 716.8, 670.6, 526.7, 458.4, 423.8, 388.5, 245.8, 56.5, 0.0, 0.1, 0.1, 0.0, 0.0, 0.0]]","[[1067.7, 1916.9, 3265.3, 3626.3, 4372.2, 5013.7, 4207.1, 5546.5, 4857.8, 6536.6, 6070.7, 6820.4, 6497.6, 6965.5, 5720.7, 7281.4, 6774.6, 6841.6, 8336.2, 6016.8, 6057.5, 5479.8, 5082.9, 4907.8, 4892.8, 3651.8, 1062.0, 0.1, 1.4, 1.4, 0.1, 0.0, 0.0], [669.4, 1196.4, 2053.1, 2189.8, 2641.7, 3025.6, 2603.1, 3360.3, 2730.7, 4190.2, 3615.9, 4230.1, 3814.2, 4035.0, 2899.1, 4499.4, 3964.2, 4027.6, 5480.9, 3228.9, 3581.7, 2813.9, 2665.1, 2618.0, 3107.4, 2136.5, 530.2, 0.2, 0.9, 0.6, 0.1, 0.0, 0.0], [1424.0, 2839.5, 4930.2, 5327.4, 6436.0, 6876.3, 5005.3, 6851.4, 5171.9, 7501.9, 6321.3, 7510.0, 6816.1, 7282.3, 5179.2, 7301.7, 6377.8, 6303.4, 7996.9, 4767.2, 4575.9, 3677.1, 3263.8, 3067.2, 2848.6, 1818.2, 419.1, 0.0, 0.7, 0.6, 0.1, 0.0, 0.0]]"
"[21, 10, 20, 22, 6, 17, 24, 20, 12, 16, 14, 13, 8, 17, 21, 20, 12, 16, 13, 7, 8, 8, 11, 7, 5, 17, 8, 8, 12, 7, 22, 21, 8]","[0, 3, 4, 1, 9, 4, 10, 7, 8, 0, 1, 4, 0, 9, 9, 2, 10, 10, 1, 1, 7, 10, 9, 10, 8, 7, 0, 4, 4, 3, 6, 10, 6]","[626.03, 493.6, 1402.9]","[25000.25, 15000.01, 34999.97]","[4327.46, 2530.96, 6089.29]","[136.41, 119.16, 110.92]","[240.0, 240.0, 200.0]","[[2065.0, 1412.3, 1879.9, 1885.0, 1295.9, 1500.0, 1344.6, 1479.2, 1061.9, 1199.8, 1090.4, 1082.2, 933.5, 1172.1, 1178.5, 1075.1, 892.7, 960.7, 865.5, 688.2, 653.2, 634.6, 578.9, 515.3, 379.3, 391.1, 80.4, 0.0, 0.1, 0.1, 0.0, 0.1, 0.0], [1299.2, 821.5, 1187.3, 1215.3, 721.2, 919.2, 909.3, 953.5, 603.9, 727.4, 635.0, 628.2, 495.2, 729.8, 772.1, 698.0, 514.9, 595.1, 491.5, 344.8, 338.6, 324.7, 315.9, 244.9, 161.7, 223.2, 31.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [3365.7, 2308.5, 3321.7, 3478.5, 2123.9, 2422.7, 2181.3, 2285.6, 1329.6, 1578.0, 1315.5, 1349.4, 1066.2, 1458.5, 1532.3, 1272.4, 974.9, 1078.9, 884.6, 612.1, 545.1, 497.1, 449.4, 373.5, 253.8, 230.3, 43.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[1075.7, 1610.6, 3202.9, 4290.5, 3660.2, 5003.3, 5048.0, 6128.7, 4816.7, 5883.5, 5733.7, 6074.2, 5558.4, 7380.8, 7797.5, 7441.3, 6432.0, 7188.0, 6701.9, 5493.7, 5351.4, 5317.9, 4947.6, 4476.5, 3337.4, 3472.3, 715.8, 0.0, 0.6, 0.5, 0.1, 0.5, 0.3], [688.1, 943.7, 2033.9, 2774.3, 2042.5, 3073.5, 3423.2, 3965.3, 2748.4, 3575.8, 3348.9, 3534.0, 2954.7, 4603.1, 5116.1, 4837.6, 3714.8, 4457.4, 3810.1, 2755.1, 2775.8, 2722.6, 2701.6, 2128.9, 1423.4, 1981.5, 278.6, 0.0, 0.3, 0.2, 0.0, 0.4, 0.3], [1465.8, 2196.8, 4721.1, 6601.7, 5001.4, 6737.5, 6827.7, 7897.0, 5028.7, 6451.0, 5767.1, 6314.1, 5292.4, 7656.2, 8451.0, 7340.4, 5854.3, 6728.2, 5709.7, 4072.6, 3722.2, 3471.5, 3200.9, 2704.0, 1861.0, 1704.1, 321.9, 0.0, 0.3, 0.2, 0.0, 0.2, 0.2]]"
